,date,no,state_name,total_confirmed,discharged_migrated,deceased
834,2020-04-15,4,Assam,33.0,0.0,1.0
835,2020-04-15,5,Bihar,70.0,29.0,1.0
836,2020-04-15,6,Chandigarh,21.0,7.0,0.0
837,2020-04-15,7,Chhattisgarh,33.0,13.0,0.0
838,2020-04-15,8,NCT of Delhi,1561.0,30.0,30.0
839,2020-04-15,9,Goa,7.0,5.0,0.0
840,2020-04-15,10,Gujarat,695.0,59.0,30.0
841,2020-04-15,11,Haryana,199.0,34.0,3.0
842,2020-04-15,12,Himachal Pradesh,33.0,13.0,1.0
843,2020-04-15,13,Jammu and Kashmir,278.0,30.0,4.0
844,2020-04-15,14,Jharkhand,27.0,0.0,2.0
845,2020-04-15,15,Karnataka,277.0,75.0,11.0
846,2020-04-15,16,Kerala,387.0,211.0,3.0
847,2020-04-15,17,Ladakh,17.0,10.0,0.0
848,2020-04-15,18,Madhya Pradesh,987.0,64.0,53.0
849,2020-04-15,19,Maharashtra,2687.0,259.0,178.0
850,2020-04-15,20,Manipur,2.0,1.0,0.0
851,2020-04-15,21,Meghalaya,7.0,0.0,1.0
852,2020-04-15,22,Mizoram,1.0,0.0,0.0
853,2020-04-15,23,Nagaland,0.0,0.0,0.0
854,2020-04-15,24,Odisha,60.0,18.0,1.0
855,2020-04-15,25,Puducherry,7.0,1.0,0.0
856,2020-04-15,26,Punjab,186.0,14.0,13.0
857,2020-04-15,27,Rajasthan,1005.0,147.0,3.0
858,2020-04-15,28,Tamil Nadu,1204.0,81.0,12.0
859,2020-04-15,29,Telangana,647.0,120.0,18.0
860,2020-04-15,30,Tripura,2.0,0.0,0.0
861,2020-04-15,31,Uttarakhand,37.0,9.0,0.0
862,2020-04-15,32,Uttar Pradesh,735.0,51.0,11.0
863,2020-04-15,32,West Bengal,213.0,37.0,7.0
864,2020-04-16,1,Andaman and Nicobar,11.0,10.0,0.0
865,2020-04-16,2,Andhra Pradesh,534.0,20.0,14.0
866,2020-04-16,3,Arunachal Pradesh,1.0,0.0,0.0
867,2020-04-16,4,Assam,33.0,5.0,1.0
868,2020-04-16,5,Bihar,74.0,29.0,1.0
869,2020-04-16,6,Chandigarh,21.0,7.0,0.0
870,2020-04-16,7,Chhattisgarh,33.0,17.0,0.0
871,2020-04-16,8,NCT of Delhi,1578.0,42.0,32.0
872,2020-04-16,9,Goa,7.0,5.0,0.0
873,2020-04-16,10,Gujarat,871.0,64.0,36.0
874,2020-04-16,11,Haryana,205.0,43.0,3.0
875,2020-04-16,12,Himachal Pradesh,35.0,16.0,1.0
876,2020-04-16,13,Jammu and Kashmir,300.0,36.0,4.0
877,2020-04-16,14,Jharkhand,28.0,0.0,2.0
878,2020-04-16,15,Karnataka,315.0,82.0,13.0
879,2020-04-16,16,Kerala,388.0,218.0,3.0
880,2020-04-16,17,Ladakh,17.0,10.0,0.0
881,2020-04-16,18,Madhya Pradesh,1120.0,64.0,53.0
882,2020-04-16,19,Maharashtra,2919.0,295.0,187.0
883,2020-04-16,20,Manipur,2.0,1.0,0.0
884,2020-04-16,21,Meghalaya,7.0,0.0,1.0
885,2020-04-16,22,Mizoram,1.0,0.0,0.0
886,2020-04-16,23,Nagaland,0.0,0.0,0.0
887,2020-04-16,24,Odisha,60.0,18.0,1.0
888,2020-04-16,25,Puducherry,7.0,1.0,0.0
889,2020-04-16,26,Punjab,186.0,27.0,13.0
890,2020-04-16,27,Rajasthan,1023.0,147.0,3.0
891,2020-04-16,28,Tamil Nadu,1242.0,118.0,14.0
892,2020-04-16,29,Telangana,698.0,120.0,18.0
893,2020-04-16,30,Tripura,2.0,1.0,0.0
894,2020-04-16,31,Uttarakhand,37.0,9.0,0.0
895,2020-04-16,32,Uttar Pradesh,773.0,68.0,13.0
896,2020-04-16,32,West Bengal,231.0,42.0,7.0
897,2020-04-17,1,Andaman and Nicobar,11.0,10.0,0.0
898,2020-04-17,2,Andhra Pradesh,572.0,36.0,14.0
899,2020-04-17,3,Arunachal Pradesh,1.0,0.0,0.0
900,2020-04-17,4,Assam,35.0,5.0,1.0
901,2020-04-17,5,Bihar,83.0,37.0,1.0
902,2020-04-17,6,Chandigarh,21.0,9.0,0.0
903,2020-04-17,7,Chhattisgarh,36.0,23.0,0.0
904,2020-04-17,8,NCT of Delhi,1640.0,51.0,38.0
905,2020-04-17,9,Goa,7.0,6.0,0.0
906,2020-04-17,10,Gujarat,1021.0,74.0,38.0
907,2020-04-17,11,Haryana,205.0,43.0,3.0
908,2020-04-17,12,Himachal Pradesh,35.0,16.0,1.0
909,2020-04-17,13,Jammu and Kashmir,314.0,38.0,4.0
910,2020-04-17,14,Jharkhand,29.0,0.0,2.0
911,2020-04-17,15,Karnataka,353.0,82.0,13.0
912,2020-04-17,16,Kerala,395.0,245.0,3.0
913,2020-04-17,17,Ladakh,18.0,14.0,0.0
914,2020-04-17,18,Madhya Pradesh,1308.0,65.0,57.0
915,2020-04-17,19,Maharashtra,3205.0,300.0,194.0
916,2020-04-17,20,Manipur,2.0,1.0,0.0
917,2020-04-17,21,Meghalaya,9.0,0.0,1.0
918,2020-04-17,22,Mizoram,1.0,0.0,0.0
919,2020-04-17,23,Nagaland,0.0,0.0,0.0
920,2020-04-17,24,Odisha,60.0,19.0,1.0
921,2020-04-17,25,Puducherry,7.0,1.0,0.0
922,2020-04-17,26,Punjab,186.0,27.0,13.0
923,2020-04-17,27,Rajasthan,1131.0,164.0,11.0
924,2020-04-17,28,Tamil Nadu,1267.0,180.0,15.0
925,2020-04-17,29,Telangana,743.0,186.0,18.0
926,2020-04-17,30,Tripura,2.0,1.0,0.0
927,2020-04-17,31,Uttarakhand,37.0,9.0,0.0
928,2020-04-17,32,Uttar Pradesh,846.0,74.0,14.0
929,2020-04-17,32,West Bengal,255.0,51.0,10.0
